id,enumerator_id,survey_date,duration_minutes,respondent_age,household_size,monthly_income,monthly_expenditure,asset_count,currently_working,education_level,work_sector
R04002,E17,2025-04-01,22,26,3,1067,918,5,1,4,services
R04003,E17,2025-04-01,36,30,9,1549,1157,5,1,3,manufacturing
R04004,E17,2025-04-01,29,33,4,1741,1884,3,1,3,manufacturing
R04005,E17,2025-04-01,34,44,6,1083,759,3,1,1,manufacturing
R04006,E17,2025-04-01,45,19,7,815,753,8,1,4,services
R04007,E17,2025-04-06,17,56,5,856,759,5,1,1,services
R04008,E17,2025-04-06,42,24,7,727,2576,1,1,2,government
R04009,E17,2025-04-06,21,40,2,,1238,4,0,2,
R04010,E17,2025-04-06,24,42,8,1801,1585,4,1,2,retail
R04011,E17,2025-04-06,33,84,5,814,707,0,1,4,retail
R04012,E17,2025-04-06,38,40,9,2167,1940,1,1,3,services
R04013,E17,2025-04-06,49,33,5,2249,2050,8,1,1,agriculture
R04014,E17,2025-04-06,26,52,1,1176,775,3,1,2,retail
R04015,E17,2025-04-06,34,45,9,2511,2126,7,1,2,manufacturing
R04016,E17,2025-04-06,37,38,4,,1556,2,0,1,
R04017,E17,2025-04-06,33,56,5,819,836,5,1,4,services
R04018,E17,2025-04-06,31,35,11,,669,4,0,4,
R04019,E17,2025-04-06,29,55,7,,,0,0,2,
R04020,E17,2025-04-06,37,44,6,,905,4,0,4,
R04021,E17,2025-04-06,48,44,8,1271,1484,5,1,2,agriculture
R04022,E17,2025-04-06,31,42,6,929,1053,2,1,4,government
R04023,E17,2025-04-06,41,42,3,1578,1696,10,1,4,retail
R04024,E17,2025-04-06,48,21,7,1460,892,4,1,3,agriculture
R04025,E17,2025-04-07,39,19,5,1134,743,6,1,3,retail
R04026,E17,2025-04-07,47,47,6,2879,2537,4,1,1,agriculture
R04027,E17,2025-04-07,47,28,7,2007,1784,,1,3,government
R04028,E17,2025-04-07,52,28,7,,1353,1,0,4,
R04029,E17,2025-04-07,31,22,6,,1620,5,0,4,
R04030,E17,2025-04-08,38,41,3,2152,1873,5,1,4,manufacturing
R04031,E17,2025-04-08,34,18,7,,940,8,0,1,
R04032,E17,2025-04-08,29,34,3,724,491,8,1,1,retail
R04033,E17,2025-04-08,33,40,4,1693,1446,4,1,4,government
R04034,E17,2025-04-08,20,44,7,1293,1029,2,1,2,retail
R04035,E17,2025-04-08,45,36,5,,449,1,0,3,
R04036,E17,2025-04-08,27,47,9,,,,0,1,
R04037,E17,2025-04-08,47,34,6,,1624,6,1,4,services
R04038,E17,2025-04-08,41,33,4,1899,1530,8,1,4,services
R04039,E17,2025-04-08,27,47,4,2122,,4,1,3,manufacturing
R04040,E17,2025-04-08,27,33,6,,692,3,0,1,
R04041,E17,2025-04-08,40,52,8,,722,2,0,2,
R04042,E17,2025-04-08,35,44,7,907,614,3,1,3,retail
R04043,E17,2025-04-08,28,46,5,,635,4,0,3,
R04044,E17,2025-04-08,48,48,2,1652,1117,6,1,3,manufacturing
R04045,E17,2025-04-08,26,34,6,1427,1322,3,1,3,government
R04046,E17,2025-04-08,50,61,7,,3031,4,1,2,services
R04047,E17,2025-04-09,41,46,1,,13879,,0,3,
R04048,E17,2025-04-09,30,33,10,2231,1176,7,0,1,
R04049,E17,2025-04-09,28,44,5,,927,6,0,3,
R04050,E17,2025-04-09,27,54,8,,786,6,1,2,retail
R04051,E17,2025-04-09,17,51,2,,823,3,0,2,
R04052,E17,2025-04-09,53,51,9,3448,3345,7,1,1,retail
R04053,E17,2025-04-09,50,38,12,771,999,3,1,2,agriculture
R04054,E17,2025-04-09,43,63,2,715,657,,1,1,services
R04055,E17,2025-04-09,34,37,3,1690,1974,3,1,4,government
R04056,E17,2025-04-09,28,43,8,1249,858,3,1,4,services
R04057,E17,2025-04-09,38,48,4,,1694,6,0,1,
R04058,E17,2025-04-09,49,34,4,30400,1163,,1,4,government
,E17,2025-04-11,45,43,3,,1352,7,1,2,services
R04060,E17,2025-04-11,31,30,8,,871,6,0,1,
R04061,E17,2025-04-11,45,48,11,,962,3,0,1,
R04062,E17,2025-04-11,32,34,4,,,6,0,2,
R04063,E17,2025-04-11,28,61,2,,914,3,0,3,
R04064,E17,2025-04-11,,44,9,414,447,4,1,3,services
R04065,E17,2025-04-11,52,43,11,966,991,5,1,1,services
R04066,E17,2025-04-11,52,,9,,508,0,0,1,
R04067,E17,2025-04-11,46,32,9,1638,1635,2,1,3,manufacturing
R04068,E17,2025-04-13,27,29,6,,,10,0,1,
R04069,E17,2025-04-13,21,34,4,,1488,7,0,1,
R04070,E17,2025-04-13,33,27,8,778,664,3,1,4,manufacturing
R04071,E17,2025-04-13,36,39,9,,784,4,1,3,government
R04072,E17,2025-04-13,41,32,5,892,734,5,1,2,government
R04073,E17,2025-04-13,38,24,2,723,542,4,1,2,agriculture
R04074,E17,,33,33,3,,667,3,0,2,
R04075,E17,2025-04-13,,28,4,1751,1669,6,1,1,government
R04076,E17,2025-04-13,31,64,6,929,738,5,1,2,manufacturing
R04077,E17,2025-04-13,32,48,7,876,3291,9,1,3,retail
R04078,E17,2025-04-13,23,45,5,890,968,4,1,2,services
R04079,E17,2025-04-13,45,38,8,1093,921,1,1,2,services
R04080,E17,2025-04-13,31,20,5,,1656,5,0,3,
R04081,E17,2025-04-13,53,28,7,1327,1264,6,1,4,government
R04082,E17,2025-04-13,30,18,2,1248,831,7,1,4,services
R04083,E17,2025-04-13,,33,7,987,,4,1,1,services
R04084,E17,2025-04-13,41,72,5,851,805,4,1,4,services
R04085,E17,2025-04-13,26,32,2,812,646,3,1,4,agriculture
R04086,E17,2025-04-15,24,41,5,948,817,1,1,3,agriculture
R04087,E17,2025-04-15,31,26,4,1634,959,7,1,4,manufacturing
R04088,E17,2025-04-15,25,34,3,,,6,0,4,
R04089,E17,2025-04-15,48,18,7,,921,4,0,4,
R04090,E17,2025-04-15,27,53,2,,636,2,1,2,agriculture
R04091,E17,2025-04-15,25,42,6,1114,796,2,1,2,government
R04092,E17,2025-04-15,32,38,6,,,0,1,3,services
R04093,E17,2025-04-15,36,32,3,1533,1437,7,1,4,government
R04094,E17,2025-04-15,43,,8,,887,3,0,4,
R04095,E17,2025-04-15,45,52,7,702,,2,1,1,services
R04096,E17,2025-04-15,17,40,6,587,597,4,1,2,services
R04097,E17,2025-04-15,34,22,7,2106,1796,9,1,1,services
R04098,E17,2025-04-15,30,18,6,1640,1195,0,1,2,retail
R04099,E17,2025-04-16,70,35,6,,801,8,0,2,
R04100,E17,2025-04-16,43,42,6,,1156,4,0,1,
R04101,E17,2025-04-16,32,38,5,,1754,,0,3,
R04102,E17,2025-04-16,53,30,3,,487,6,1,1,agriculture
R04103,E17,2025-04-16,38,50,5,,1465,5,0,1,
R04104,E17,2025-04-16,50,34,8,,828,0,0,3,
R04105,E17,2025-04-16,47,33,8,,1580,6,0,1,
R04106,E17,2025-04-16,37,22,7,948,1094,4,1,2,services
R04107,E17,2025-04-16,39,45,11,642,703,3,1,2,retail
R04108,E17,2025-04-16,22,18,7,596,723,2,1,2,services
R04109,E17,2025-04-16,30,18,4,,1128,4,0,3,
R04110,E17,2025-04-16,32,21,7,1122,980,5,1,2,retail
R04111,E17,2025-04-16,47,18,11,,,6,0,1,
R04112,E17,2025-04-16,16,43,2,1384,1350,,1,1,retail
R04113,E17,2025-04-19,23,21,7,597,587,3,1,4,government
R04114,E17,2025-04-19,27,33,5,2835,2505,7,1,3,services
R04115,E17,2025-04-19,48,35,10,1605,1358,5,1,2,agriculture
R04116,E17,2025-04-19,54,28,8,859,850,6,1,1,government
R04117,E17,2025-04-19,42,53,5,714,887,5,1,2,services
R04118,E17,2025-04-19,28,37,3,,1293,4,0,1,
R04119,E17,2025-04-19,27,37,4,892,887,4,1,4,agriculture
R04120,E17,2025-04-19,41,31,6,3068,1477,4,1,2,agriculture
R04121,E17,2025-04-19,47,35,4,,605,3,0,4,
R04122,E17,2025-04-19,48,54,5,837,448,4,1,3,services
R04123,E17,2025-04-19,50,32,11,1027,1025,3,1,1,services
R04124,E17,2025-04-19,34,42,6,1224,673,7,1,2,agriculture
R04125,E17,2025-04-19,28,18,3,,1052,7,1,4,government
R04126,E17,2025-04-19,47,45,7,697,569,3,1,1,manufacturing
R04127,E17,2025-04-19,32,39,3,,1254,3,0,3,
R04128,E17,2025-04-19,28,,4,1054,686,,1,2,government
R04129,E17,2025-04-19,31,18,5,1751,892,5,1,4,government
R04130,E17,2025-04-19,34,59,11,,1341,3,0,1,
R04131,E17,2025-04-20,47,41,7,631,364,2,1,1,government
R04132,E17,2025-04-20,47,57,4,,2143,5,0,4,
R04133,E17,2025-04-20,35,28,10,1215,1113,6,1,1,services
R04134,E17,2025-04-20,24,52,7,1381,1222,4,1,1,agriculture
R04135,E17,2025-04-20,29,51,3,432,359,4,1,2,government
R04136,E17,2025-04-20,45,42,6,,1442,3,1,1,manufacturing
R04137,E17,2025-04-20,46,43,5,1173,1109,3,1,4,retail
R04138,E17,2025-04-20,50,45,5,,912,3,0,2,
R04139,E17,2025-04-20,42,21,7,798,696,5,1,4,services
R04140,E17,2025-04-20,43,32,4,1474,979,8,1,3,manufacturing
R04141,E17,2025-04-20,45,28,5,1402,1397,3,1,4,agriculture
R04142,E17,2025-04-20,,37,4,1237,610,2,1,2,retail
R04143,E17,2025-04-20,33,45,8,,,3,0,4,
R04144,E17,2025-04-20,36,33,5,1554,1009,4,1,2,services
R04145,E17,2025-04-20,43,57,2,,741,2,1,4,retail
R04146,E17,2025-04-20,34,56,9,2195,,6,1,1,agriculture
R04147,E17,2025-04-20,31,60,3,4230,4196,4,1,1,government
R04148,E17,2025-04-20,37,49,4,1135,773,3,1,1,manufacturing
R04149,E17,2025-04-20,39,18,7,564,689,5,1,1,manufacturing
R04150,E17,2025-04-20,58,42,8,643,618,5,1,1,agriculture
R04151,E17,2025-04-23,23,59,6,,1663,4,0,4,
R04152,E17,2025-04-23,27,21,7,1088,841,2,1,4,manufacturing
R04153,E17,2025-04-23,24,35,4,,477,5,0,4,
R04154,E17,2025-04-23,35,43,6,1950,1796,3,1,3,agriculture
R04155,E17,,36,45,6,1411,1241,0,1,3,services
R04156,E17,2025-04-23,35,33,5,1467,1609,5,1,3,retail
R04157,E17,2025-04-23,25,40,4,,,3,1,2,services
R04158,E17,2025-04-23,41,25,3,809,662,3,1,2,retail
R04159,E17,2025-04-23,34,43,5,,1024,6,0,3,
R04160,E17,2025-04-23,38,43,5,1630,1274,2,1,3,government
R04161,E17,2025-04-23,31,25,7,1277,1010,5,1,3,manufacturing
R04162,E17,2025-04-23,40,36,8,997,811,4,1,4,agriculture
R04163,E17,2025-04-23,44,40,2,2396,2099,4,1,2,manufacturing
R04164,E17,2025-04-23,32,44,4,2063,1696,7,1,1,services
R04165,E17,2025-04-23,22,33,4,,902,4,0,2,
R04166,E18,2025-04-03,2,42,7,1566,,5,1,4,services
R04167,E18,2025-04-03,29,45,4,1518,1184,3,1,4,retail
R04168,E18,2025-04-03,46,22,5,950,959,0,1,3,retail
R04169,E18,2025-04-03,49,35,7,,1223,2,0,3,
R04170,E18,2025-04-03,45,45,5,870,694,0,1,2,services
R04171,E18,2025-04-03,30,55,9,981,1010,4,1,4,retail
R04172,E18,2025-04-03,325,18,5,,1095,0,0,3,
R04173,E18,2025-04-03,46,22,5,1302,1125,2,1,4,services
R04174,E18,2025-04-03,39,73,6,1566,1055,2,1,2,agriculture
R04175,E18,2025-04-03,20,44,3,1164,841,4,1,1,manufacturing
R04176,E18,2025-04-03,23,41,3,1205,818,6,1,3,retail
R04177,E18,2025-04-03,8,13,5,1214,,1,1,4,services
R04178,E18,2025-04-03,43,49,4,2814,9759,,1,3,retail
R04179,E18,2025-04-03,34,37,6,944,,6,1,4,manufacturing
R04180,E18,2025-04-03,32,32,2,1013,898,4,1,2,manufacturing
R04181,E18,2025-04-03,32,30,1,1566,1289,4,1,2,manufacturing
R04182,E18,2025-04-03,50,52,2,1162,733,4,1,1,services
R04183,E18,2025-04-03,33,36,11,1551,1350,1,1,1,manufacturing
R04184,E18,2025-04-05,35,51,4,1436,1178,1,1,4,government
R04185,E18,2025-04-05,44,32,4,1472,,4,1,3,services
R04186,E18,2025-04-05,14,41,6,963,809,5,1,1,manufacturing
R04187,E18,2025-04-05,60,52,9,1124,1072,4,1,4,government
R04188,E18,,22,36,4,,1532,5,0,3,
R04189,E18,2025-04-05,19,58,3,1817,1468,2,1,3,retail
R04190,E18,2025-04-05,45,37,9,,1672,5,1,2,manufacturing
R04191,E18,2025-04-05,26,43,7,,1248,6,0,3,
R04192,E18,2025-04-05,39,55,8,,814,1,0,4,
R04193,E18,2025-04-05,30,38,3,,2011,,1,4,services
R04194,E18,2025-04-05,30,18,3,1661,1202,6,1,4,services
R04195,E18,2025-04-05,47,18,10,666,523,4,1,3,government
R04196,E18,2025-04-05,30,37,7,,1703,6,0,3,
R04197,E18,2025-04-05,46,33,5,,1396,5,0,2,
R04198,E18,2025-04-05,41,45,1,1059,12794,4,1,2,government
R04199,E18,2025-04-05,35,46,4,700,823,3,1,1,manufacturing
R04200,E18,2025-04-07,31,18,10,1633,,5,1,2,agriculture
R04201,E18,2025-04-07,40,46,6,1615,1405,5,1,3,agriculture
R04202,E18,2025-04-07,37,35,8,,956,5,0,3,
R04203,E18,2025-04-07,46,48,6,624,425,2,1,1,retail
R04204,E18,2025-04-07,46,18,10,1205,835,8,1,3,government
R04205,E18,2025-04-07,38,,5,817,716,0,1,3,services
R04206,E18,2025-04-07,31,23,4,1735,1043,0,1,1,government
R04207,E18,2025-04-07,30,44,2,,1779,4,0,4,
R04208,E18,2025-04-07,45,38,8,1421,963,,1,4,retail
R04209,E18,2025-04-07,53,29,1,,975,3,0,1,retail
R04210,E18,2025-04-07,38,53,1,1060,15027,4,1,2,manufacturing
R04211,E18,2025-04-07,48,37,7,,948,3,0,2,
R04212,E18,2025-04-08,31,47,8,1131,998,7,1,1,agriculture
R04213,E18,2025-04-08,57,33,11,2408,1520,5,1,1,services
R04214,E18,2025-04-08,37,51,8,1487,1009,2,1,3,manufacturing
R04215,E18,2025-04-08,44,46,10,21848,972,4,1,1,services
R04216,E18,2025-04-08,20,54,5,,576,1,0,3,
R04217,E18,2025-04-08,27,22,6,,1128,5,0,2,
R04218,E18,2025-04-08,35,46,2,,,1,0,3,
R04219,E18,2025-04-08,34,66,7,957,,3,1,4,government
R04220,E18,2025-04-08,36,47,7,,898,0,0,1,
R04221,E18,2025-04-08,36,52,3,1362,898,6,1,2,services
R04222,E18,2025-04-08,39,73,6,979,848,2,1,4,agriculture
R04223,E18,2025-04-08,35,48,2,673,417,4,1,2,retail
R04224,E18,2025-04-08,49,18,10,2313,2122,0,1,1,services
R04225,E18,2025-04-08,2,35,3,1585,1192,7,1,3,agriculture
R04226,E18,2025-04-08,29,46,4,,757,2,1,1,retail
R04227,E18,2025-04-11,31,49,4,,810,4,0,1,
R04228,E18,2025-04-11,28,33,4,2108,1249,5,1,1,manufacturing
R04229,E18,2025-04-11,35,20,5,,2427,6,0,2,
R04230,E18,2025-04-11,30,37,4,730,,4,1,1,manufacturing
R04231,E18,2025-04-11,35,43,9,,,4,0,2,
R04232,E18,2025-04-11,,50,5,1213,1046,3,1,4,agriculture
R04233,E18,2025-04-11,12,53,6,,381,0,0,2,
R04234,E18,2025-04-11,27,26,4,1119,894,5,1,2,manufacturing
R04235,E18,2025-04-11,35,68,4,2167,1678,3,1,4,services
R04236,E18,2025-04-11,31,42,5,2249,1447,4,1,2,retail
R04237,E18,2025-04-11,40,58,10,2145,1273,3,1,2,manufacturing
R04238,E18,2025-04-11,22,24,2,861,598,7,1,2,manufacturing
R04239,E18,2025-04-12,25,46,6,,1369,4,0,3,
R04240,E18,2025-04-12,21,57,7,1432,1352,5,1,3,agriculture
R04241,E18,2025-04-12,,54,6,594,712,5,1,3,services
R04242,E18,2025-04-12,33,60,4,,1144,5,0,4,
R04243,E18,2025-04-12,45,57,4,,1102,3,0,2,
R04244,E18,2025-04-12,34,28,3,1199,681,6,1,4,manufacturing
R04245,E18,2025-04-12,29,104,3,954,596,4,1,2,government
R04246,E18,2025-04-12,28,22,5,864,970,5,1,3,manufacturing
R04247,E18,2025-04-14,34,46,9,,,7,1,3,agriculture
R04248,E18,2025-04-14,41,29,2,1387,1092,5,1,2,services
R04249,E18,2025-04-14,24,42,7,1002,768,2,1,3,agriculture
R04250,E18,2025-04-14,53,39,9,,594,5,0,2,
R04251,E18,2025-04-14,26,35,5,717,867,5,1,4,retail
R04252,E18,2025-04-14,40,45,8,1916,1055,6,1,4,retail
R04253,E18,2025-04-14,39,39,5,,949,2,0,3,
R04254,E18,2025-04-14,41,48,4,,1113,7,0,3,
R04255,E18,2025-04-14,31,58,9,,1492,5,0,1,
R04256,E18,2025-04-14,44,40,9,604,604,5,1,4,services
R04257,E18,2025-04-14,46,39,4,1426,1195,5,1,1,manufacturing
R04258,E18,,,35,3,,805,3,0,3,
R04259,E18,2025-04-14,31,41,4,1529,1267,3,1,2,agriculture
R04260,E18,2025-04-16,22,32,6,1632,877,3,1,4,retail
R04261,E18,2025-04-16,24,50,4,1181,1227,5,1,4,government
R04262,E18,2025-04-16,37,27,6,2666,2257,6,1,2,services
R04263,E18,2025-04-16,37,32,4,,1003,,0,3,
R04264,E18,2025-04-16,29,42,3,1900,1995,6,1,4,services
R04265,E18,2025-04-16,35,41,2,1197,3504,5,1,2,retail
R04266,E18,2025-04-16,25,22,5,538,297,2,1,4,services
R04267,E18,2025-04-16,25,28,3,,802,1,0,4,
R04268,E18,2025-04-16,34,39,8,32848,637,,1,2,retail
R04269,E18,2025-04-16,48,52,3,1290,970,4,1,3,retail
R04270,E18,2025-04-16,35,59,7,,1184,2,0,2,
R04271,E18,2025-04-16,29,17,3,,817,3,0,2,
R04272,E18,2025-04-16,29,20,2,731,810,1,1,3,agriculture
R04273,E18,2025-04-21,43,43,10,,1337,6,0,3,
R04274,E18,2025-04-21,,36,3,,448,6,0,2,
R04275,E18,2025-04-21,40,35,4,,771,,0,4,
R04276,E18,2025-04-21,8,28,5,551,544,7,1,4,agriculture
R04277,E18,2025-04-21,32,23,4,1944,1719,7,1,2,manufacturing
R04278,E18,2025-04-21,32,49,6,1237,1461,7,1,1,manufacturing
R04279,E18,2025-04-21,43,73,1,894,14012,7,1,2,government
R04280,E18,2025-04-21,46,44,6,1099,900,4,1,2,manufacturing
R04281,E18,2025-04-21,32,42,5,729,905,6,1,3,agriculture
R04282,E18,2025-04-26,37,30,4,932,803,2,1,3,agriculture
R04283,E18,2025-04-26,33,58,2,,678,4,1,4,manufacturing
R04284,E18,2025-04-26,39,43,4,,1581,6,0,4,
R04285,E18,2025-04-26,38,54,6,,1098,6,0,2,
R04286,E18,2025-04-26,36,73,6,,2314,6,0,1,
R04287,E18,2025-04-26,46,22,4,1326,1310,4,1,3,manufacturing
R04288,E18,2025-04-26,19,49,6,840,898,3,1,3,services
R04289,E18,2025-04-26,50,55,5,,2699,5,0,4,
R04290,E18,2025-04-26,35,45,6,1552,836,3,1,1,services
R04291,E18,2025-04-26,49,18,24,1767,1433,7,1,1,manufacturing
R04292,E18,2025-04-26,34,,3,,823,7,0,2,
R04293,E18,2025-04-26,20,25,3,,1128,3,0,3,
R04294,E18,2025-04-26,27,43,5,1168,903,4,1,1,retail
R04295,E18,2025-04-26,51,51,8,1072,833,5,1,4,agriculture
R04296,E18,2025-04-26,31,30,4,1238,1053,6,1,2,government
R04297,E18,2025-04-27,38,66,3,1347,,2,1,2,services
R04298,E18,2025-04-27,36,46,8,1206,1226,3,1,3,government
R04299,E18,2025-04-27,45,37,5,1346,1533,2,1,4,manufacturing
R04300,E18,2025-04-27,34,40,5,1018,865,7,1,4,government
R04301,E18,2025-04-27,27,37,6,1166,20112,2,1,4,manufacturing
R04302,E18,2025-04-27,31,40,2,1182,843,2,1,1,government
R04303,E18,2025-04-27,44,37,10,,4852,0,0,3,
R04304,E18,2025-04-27,39,41,10,,1211,3,1,1,government
R04305,E18,2025-04-27,35,54,3,,1376,3,0,1,
,E18,2025-04-27,19,,4,963,708,,1,2,retail
R04307,E18,2025-04-27,36,29,5,1569,1546,6,1,4,agriculture
R04308,E18,2025-04-27,35,52,8,947,1136,0,1,4,government
R04309,E18,2025-04-28,29,37,6,,1126,5,0,3,
R04310,E18,2025-04-28,41,43,7,2954,2511,4,1,1,retail
R04311,E18,2025-04-28,10,36,5,,,2,0,4,
R04312,E18,2025-04-28,27,72,2,1622,1398,5,1,4,services
R04313,E18,2025-04-28,45,29,6,,1321,9,0,3,
R04314,E18,2025-04-28,31,33,3,809,564,4,1,2,government
R04315,E18,2025-04-28,33,18,4,2319,2836,4,1,4,agriculture
R04316,E18,2025-04-28,31,37,4,,979,4,1,3,retail
R04317,E18,2025-04-28,33,43,5,2176,1722,7,1,4,government
R04318,E18,2025-04-28,17,47,4,2106,6084,1,1,3,agriculture
R04319,E18,2025-04-28,37,46,6,709,,3,1,4,government
R04320,E18,2025-04-28,55,18,4,644,377,,1,3,services
R04321,E18,2025-04-28,32,18,5,668,559,4,1,3,agriculture
R04322,E18,2025-04-28,19,37,3,2037,1362,3,1,2,services
R04323,E18,2025-04-28,34,49,10,1531,1404,2,1,1,government
R04324,E18,2025-04-28,32,25,5,,469,3,1,1,retail
R04325,E18,2025-04-28,,30,6,510,472,0,1,1,retail
R04787,E19,2025-04-01,45,46,5,,,4,0,2,
R03486,E19,2025-04-01,,40,8,,888,,1,1,manufacturing
R00534,E19,2025-04-01,23,46,9,,,,0,4,
R03655,E19,2025-04-01,39,39,9,,,,1,3,services
R00160,E19,2025-04-01,46,29,3,,,,0,2,
R04924,E19,,40,36,5,,884,7,0,4,
R02596,E19,2025-04-01,34,33,9,,,,1,3,services
R02107,E19,2025-04-01,50,18,4,,,5,1,1,government
R03246,E19,2025-04-01,352,70,9,,,5,1,1,services
R02757,E19,2025-04-01,28,44,8,,,3,0,3,
R00207,E19,2025-04-01,29,61,9,,,0,1,1,manufacturing
R04273,E19,2025-04-01,,,7,,,6,0,3,
R00365,E19,2025-04-01,38,50,3,,,,0,1,
R01248,E19,2025-04-01,273,46,4,,,5,0,4,
R04185,E19,2025-04-01,39,52,3,,,,0,2,
R03460,E19,2025-04-01,10,48,9,,,7,1,3,retail
R00833,E19,2025-04-01,48,50,5,,,,1,2,agriculture
R03326,E19,2025-04-01,30,,4,,,8,1,4,manufacturing
R04266,E19,2025-04-01,19,18,7,,,5,0,4,
R02061,E19,2025-04-01,,48,8,,,,1,2,services
R03376,E19,2025-04-01,325,20,11,,1372,,1,1,retail
R01391,E19,2025-04-01,39,38,1,,,,1,2,services
R04083,E19,2025-04-01,31,,8,,,4,1,4,manufacturing
R01717,E19,2025-04-01,,65,2,,,,1,4,manufacturing
R00414,E19,2025-04-01,41,37,5,,,,1,4,retail
R04351,E19,2025-04-01,,56,4,,,4,0,3,
R04352,E19,2025-04-01,26,18,5,,,,1,2,agriculture
R04353,E19,2025-04-01,31,27,5,,,2,0,2,
R04354,E19,2025-04-01,29,45,4,,,8,1,3,retail
R04355,E19,,41,65,5,,,5,0,4,
R04356,E19,,29,38,4,2993,,5,1,3,retail
R04357,E19,2025-04-01,,59,3,,,,1,1,services
R04358,E19,2025-04-01,237,40,7,,,4,1,3,government
R04359,E19,2025-04-01,40,56,6,,,,1,4,manufacturing
,E19,2025-04-01,,31,7,,726,,1,2,government
R04361,E19,,,68,11,,,,1,1,retail
R04362,E19,2025-04-01,234,57,4,,,,0,4,
R04363,E19,2025-04-01,,32,11,,,10,1,3,agriculture
R04364,E19,2025-04-01,49,35,10,,,,1,3,services
R04365,E19,2025-04-01,,18,11,,1128,0,1,3,government
R04366,E19,2025-04-01,43,23,5,,,,1,1,manufacturing
R04367,E19,2025-04-01,,38,5,1015,,,1,2,retail
R04368,E19,2025-04-01,-5,18,2,,,2,1,4,government
R04369,E19,2025-04-01,20,55,4,,,5,0,1,
R04370,E19,2025-04-01,26,43,9,,1614,,0,3,services
R04371,E19,2025-04-01,25,20,4,,,5,1,4,manufacturing
R04372,E19,2025-04-01,15,36,4,,,4,1,2,government
R04373,E19,2025-04-01,32,70,7,750,,,1,1,agriculture
R04374,E19,2025-04-01,39,39,10,,1359,3,1,2,agriculture
R04375,E19,2025-04-01,20,41,5,1169,,2,1,2,manufacturing
R04376,E19,2025-04-01,45,42,4,,,,0,4,
R04377,E19,,19,26,1,,1104,56,1,3,manufacturing
R04378,E19,2025-04-01,42,,3,,841,,1,3,services
R04379,E19,2025-04-01,46,46,6,,,2,0,1,
R04380,E19,2025-04-01,34,32,9,,,5,1,3,retail
R04381,E19,2025-04-01,36,66,4,,1783,3,1,4,manufacturing
R04382,E19,2025-04-01,35,29,3,,,7,0,4,
R04383,E19,2025-04-01,33,,4,,,,0,3,
R04384,E19,2025-04-01,43,25,9,2965,,7,0,4,
R04385,E19,2025-04-01,4,18,7,,,5,1,2,government
R04386,E19,2025-04-01,45,18,3,,,6,1,3,government
R04387,E19,,34,49,7,,,4,1,1,government
,E19,2025-04-01,63,38,8,,,5,1,4,government
R04389,E19,,29,37,6,,507,4,1,1,retail
,E19,2025-04-01,26,35,1,,,0,1,1,retail
R04391,E19,2025-04-01,31,,5,682,,6,1,4,agriculture
,E19,,55,63,1,,13500,4,1,2,manufacturing
R04393,E19,2025-04-02,22,31,7,,,4,1,4,agriculture
R04394,E19,2025-04-02,33,,3,,,4,0,1,
R04395,E19,2025-04-02,39,29,9,,897,,0,4,
R04396,E19,2025-04-02,,53,10,,,,1,2,manufacturing
R04397,E19,,46,39,8,,1359,1,1,2,manufacturing
R04398,E19,2025-04-02,,,4,,,1,1,2,services
R04399,E19,2025-04-02,,63,8,,,,1,1,agriculture
,E19,2025-04-02,40,38,6,,1353,4,1,4,government
R04401,E19,2025-04-02,31,59,9,,,4,1,4,manufacturing
R04402,E19,2025-04-02,42,55,6,,,,0,4,
R04403,E19,2025-04-02,48,18,9,,1160,4,1,1,retail
R04404,E19,2025-04-02,34,19,9,,,,0,2,
R04405,E19,2025-04-02,46,,3,,1169,,1,1,agriculture
R04406,E19,2025-04-02,41,28,7,,,8,0,4,
R04407,E19,2025-04-02,33,33,8,,,4,0,4,
R04408,E19,2025-04-02,,46,5,,,2,0,1,
R04409,E19,2025-04-02,46,18,4,,,,0,3,
R04410,E19,2025-04-02,34,33,9,,,0,0,1,
R04411,E19,2025-04-02,40,36,3,,,1,0,1,
R04412,E19,2025-04-02,34,45,8,2302,,5,1,1,services
R04413,E19,2025-04-02,2,45,4,,,0,0,1,
R04414,E19,2025-04-02,34,41,2,,,3,1,4,government
R04415,E19,2025-04-02,37,28,6,,,7,0,1,
R04416,E19,2025-04-02,42,,4,1749,,5,1,3,retail
R04417,E19,2025-04-02,,53,3,,,,0,1,
R04418,E19,2025-04-02,31,42,7,,,1,0,3,
R04419,E19,,31,,2,,,5,1,3,manufacturing
R04420,E19,2025-04-02,39,18,16,,,,0,4,
R04421,E19,2025-04-02,45,28,5,1463,,0,1,1,services
R04422,E19,2025-04-02,42,27,8,,,7,1,1,government
R04423,E19,,32,39,4,,1932,6,0,4,
R04424,E19,2025-04-02,48,26,7,,,5,0,3,
R04425,E19,2025-04-02,33,42,8,917,551,,1,4,services
R04426,E19,2025-04-02,39,42,8,,,4,0,3,
R04427,E19,2025-04-02,35,,9,,,,1,1,manufacturing
R04428,E19,2025-04-02,37,35,4,,,3,1,3,agriculture
R04429,E19,2025-04-02,,37,7,,,,1,3,retail
R04430,E19,2025-04-02,36,41,3,,,5,1,3,services
R04431,E19,2025-04-02,31,49,3,,,,0,2,
R04432,E19,2025-04-02,,50,3,,958,,1,3,government
R04433,E19,2025-04-02,,31,7,,1716,,0,3,
